soil type;rootzone thickness (cm);groundwater level (meter below surface);root zone soil moisture storage in equilibrium conditions (mm);potential capillary rise (mm/day);storage coefficient (m/m)
38;70;1.4;280.3;0.466;0.036
38;70;1.5;278.5;0.375;0.039
38;70;1.6;276.8;0.309;0.042
38;70;1.7;275.2;0.26;0.045
38;70;1.8;273.7;0.222;0.048
38;70;1.9;272.3;0.191;0.05
38;70;2;270.9;0.167;0.053
38;70;2.1;269.6;0.147;0.055
38;70;2.2;268.4;0.13;0.057
38;70;2.3;267.3;0.116;0.059
38;70;2.4;266.2;0.104;0.061
38;70;2.5;265.1;0.094;0.063
38;70;3;260.5;0.06;0.071
38;70;4;253.3;0.029;0.083
38;70;5;247.8;0.017;0.092
38;70;10;231.8;0.001;0.118
38;80;0;360.8;5;0.01
38;80;0.1;360.1;5;0.01
38;80;0.2;358.2;5;0.01
38;80;0.3;355.6;5;0.01
38;80;0.4;352.9;5;0.01
38;80;0.5;350;5;0.01
38;80;0.6;347;5;0.01
38;80;0.7;343.6;5;0.01
38;80;0.8;340;5;0.01
38;80;0.9;336.5;5;0.01
38;80;1;333.2;3.828;0.015
38;80;1.1;330.2;1.872;0.02
38;80;1.2;327.5;1.156;0.024
38;80;1.3;325;0.803;0.029
38;80;1.4;322.6;0.598;0.032
38;80;1.5;320.5;0.466;0.036
38;80;1.6;318.4;0.375;0.039
38;80;1.7;316.5;0.309;0.042
38;80;1.8;314.8;0.26;0.045
38;80;1.9;313.1;0.222;0.048
38;80;2;311.5;0.191;0.05
38;80;2.1;310;0.167;0.053
38;80;2.2;308.5;0.147;0.055
38;80;2.3;307.2;0.13;0.057
38;80;2.4;305.9;0.116;0.059
38;80;2.5;304.6;0.104;0.061
38;80;3;299.1;0.065;0.069
38;80;4;290.7;0.031;0.082
38;80;5;284.3;0.017;0.092
38;80;10;265.5;0.001;0.118
38;90;0;406.4;5;0.01
38;90;0.1;405.7;5;0.01
38;90;0.2;403.8;5;0.01
38;90;0.3;401.2;5;0.01
38;90;0.4;398.5;5;0.01
38;90;0.5;395.6;5;0.01
38;90;0.6;392.6;5;0.01
38;90;0.7;389.2;5;0.01
38;90;0.8;385.6;5;0.01
38;90;0.9;381.7;5;0.01
38;90;1;377.9;5;0.01
38;90;1.1;374.4;3.828;0.015
38;90;1.2;371.1;1.872;0.02
38;90;1.3;368.2;1.156;0.024
38;90;1.4;365.4;0.803;0.029
38;90;1.5;362.8;0.598;0.032
38;90;1.6;360.4;0.466;0.036
38;90;1.7;358.2;0.375;0.039
38;90;1.8;356.1;0.309;0.042
38;90;1.9;354.2;0.26;0.045
38;90;2;352.3;0.222;0.048
38;90;2.1;350.5;0.191;0.05
38;90;2.2;348.9;0.167;0.053
38;90;2.3;347.3;0.147;0.055
38;90;2.4;345.8;0.13;0.057
38;90;2.5;344.3;0.116;0.059
38;90;3;338;0.071;0.068
38;90;4;328.2;0.034;0.081
38;90;5;320.8;0.019;0.091
38;90;10;299.3;0.001;0.118
38;100;0;452;5;0.01
38;100;0.1;451.3;5;0.01
38;100;0.2;449.4;5;0.01
38;100;0.3;446.8;5;0.01
38;100;0.4;444.1;5;0.01
38;100;0.5;441.2;5;0.01
38;100;0.6;438.2;5;0.01
38;100;0.7;434.8;5;0.01
38;100;0.8;431.2;5;0.01
38;100;0.9;427.3;5;0.01
38;100;1;423.1;5;0.01
38;100;1.1;419.1;5;0.01
38;100;1.2;415.3;3.828;0.015
38;100;1.3;411.8;1.872;0.02
38;100;1.4;408.6;1.156;0.024
38;100;1.5;405.6;0.803;0.029
38;100;1.6;402.8;0.598;0.032
38;100;1.7;400.2;0.466;0.036
38;100;1.8;397.8;0.375;0.039
38;100;1.9;395.5;0.309;0.042
38;100;2;393.4;0.26;0.045
38;100;2.1;391.4;0.222;0.048
38;100;2.2;389.4;0.191;0.05
38;100;2.3;387.6;0.167;0.053
38;100;2.4;385.9;0.147;0.055
38;100;2.5;384.2;0.13;0.057
38;100;3;376.9;0.078;0.066
38;100;4;365.8;0.036;0.08
38;100;5;357.4;0.019;0.09
38;100;10;333.2;0.002;0.117
39;10;0;44;5;0.01
39;10;0.1;43.3;5;0.01
39;10;0.2;42.2;5;0.018
39;10;0.3;41.3;2.463;0.021
39;10;0.4;40.6;1.576;0.023
39;10;0.5;40.1;1.028;0.026
39;10;0.6;39.6;0.746;0.03
39;10;0.7;39.2;0.57;0.037
39;10;0.8;38.8;0.457;0.048
39;10;0.9;38.5;0.393;0.061
39;10;1;38.2;0.345;0.069
39;10;1.1;38;0.307;0.08
39;10;1.2;37.7;0.276;0.09
39;10;1.3;37.5;0.25;0.101
39;10;1.4;37.3;0.228;0.11
39;10;1.5;37.1;0.209;0.119
39;10;1.6;36.9;0.193;0.126
39;10;1.7;36.8;0.178;0.135
39;10;1.8;36.6;0.165;0.143
39;10;1.9;36.5;0.153;0.15
39;10;2;36.3;0.143;0.156
39;10;2.1;36.2;0.133;0.163
39;10;2.2;36.1;0.125;0.169
39;10;2.3;36;0.117;0.175
39;10;2.4;35.8;0.11;0.18
39;10;2.5;35.7;0.103;0.185
39;10;3;35.2;0.077;0.208
39;10;4;34.5;0.046;0.243
39;10;5;33.9;0.028;0.269
39;10;10;32.1;0.002;0.338
39;20;0;88;5;0.01
39;20;0.1;87.3;5;0.01
39;20;0.2;85.4;5;0.01
39;20;0.3;83.5;5;0.012
39;20;0.4;81.9;3.472;0.016
39;20;0.5;80.7;1.805;0.02
39;20;0.6;79.7;1.143;0.025
39;20;0.7;78.8;0.801;0.033
39;20;0.8;78;0.609;0.044
39;20;0.9;77.4;0.512;0.057
39;20;1;76.8;0.443;0.067
39;20;1.1;76.2;0.39;0.078
39;20;1.2;75.7;0.347;0.088
39;20;1.3;75.3;0.312;0.098
39;20;1.4;74.8;0.282;0.108
39;20;1.5;74.4;0.257;0.117
39;20;1.6;74.1;0.235;0.124
39;20;1.7;73.7;0.216;0.134
39;20;1.8;73.4;0.199;0.141
39;20;1.9;73.1;0.184;0.148
39;20;2;72.8;0.171;0.155
39;20;2.1;72.5;0.159;0.161
39;20;2.2;72.3;0.148;0.168
39;20;2.3;72;0.138;0.173
39;20;2.4;71.8;0.129;0.179
39;20;2.5;71.6;0.121;0.184
39;20;3;70.6;0.089;0.208
39;20;4;69;0.051;0.243
39;20;5;67.8;0.031;0.268
39;20;10;64.3;0.002;0.338
39;30;0;132.8;5;0.01
39;30;0.1;132.1;5;0.01
39;30;0.2;130.2;5;0.01
39;30;0.3;127.6;5;0.01
39;30;0.4;125.3;5;0.01
39;30;0.5;123.4;3.828;0.015
39;30;0.6;121.8;1.872;0.02
39;30;0.7;120.4;1.153;0.028
39;30;0.8;119.2;0.823;0.04
39;30;0.9;118.1;0.68;0.053
39;30;1;117.2;0.58;0.063
39;30;1.1;116.3;0.505;0.075
39;30;1.2;115.5;0.446;0.086
39;30;1.3;114.8;0.397;0.096
39;30;1.4;114.1;0.357;0.106
39;30;1.5;113.5;0.323;0.115
39;30;1.6;112.9;0.294;0.122
39;30;1.7;112.4;0.269;0.132
39;30;1.8;111.8;0.246;0.139
39;30;1.9;111.3;0.227;0.146
39;30;2;110.9;0.209;0.153
39;30;2.1;110.4;0.194;0.16
39;30;2.2;110;0.179;0.166
39;30;2.3;109.6;0.167;0.172
39;30;2.4;109.2;0.155;0.178
39;30;2.5;108.9;0.145;0.183
39;30;3;107.3;0.104;0.206
39;30;4;104.7;0.058;0.242
39;30;5;102.8;0.035;0.268
39;30;10;97.1;0.002;0.338
39;40;0;178.4;5;0.01
39;40;0.1;177.7;5;0.01
39;40;0.2;175.8;5;0.01
39;40;0.3;173.2;5;0.01
39;40;0.4;170.5;5;0.01
39;40;0.5;168.1;5;0.01
39;40;0.6;165.9;3.828;0.015
39;40;0.7;164;1.862;0.024
39;40;0.8;162.4;1.208;0.035
39;40;0.9;160.9;0.977;0.049
39;40;1;159.6;0.819;0.06
39;40;1.1;158.3;0.703;0.072
39;40;1.2;157.2;0.614;0.083
39;40;1.3;156.2;0.541;0.093
39;40;1.4;155.2;0.481;0.103
39;40;1.5;154.3;0.432;0.112
39;40;1.6;153.5;0.389;0.12
39;40;1.7;152.7;0.353;0.129
39;40;1.8;151.9;0.321;0.137
39;40;1.9;151.2;0.293;0.144
39;40;2;150.6;0.268;0.151
39;40;2.1;149.9;0.246;0.158
39;40;2.2;149.3;0.227;0.164
39;40;2.3;148.8;0.209;0.17
39;40;2.4;148.2;0.194;0.176
39;40;2.5;147.7;0.18;0.181
39;40;3;145.4;0.126;0.205
39;40;4;141.7;0.068;0.241
39;40;5;139;0.039;0.267
39;40;10;130.7;0.003;0.337
39;50;0;224;5;0.01
39;50;0.1;223.3;5;0.01
39;50;0.2;221.4;5;0.01
39;50;0.3;218.8;5;0.01
39;50;0.4;216.1;5;0.01
39;50;0.5;213.2;5;0.01
39;50;0.6;210.6;5;0.01
39;50;0.7;208.2;3.759;0.019
39;50;0.8;206;2.064;0.031
39;50;0.9;204.1;1.609;0.044
39;50;1;202.3;1.314;0.056
39;50;1.1;200.7;1.103;0.068
39;50;1.2;199.2;0.942;0.079
39;50;1.3;197.8;0.815;0.09
39;50;1.4;196.6;0.713;0.1
39;50;1.5;195.4;0.628;0.11
39;50;1.6;194.3;0.558;0.118
39;50;1.7;193.3;0.498;0.127
39;50;1.8;192.3;0.447;0.135
39;50;1.9;191.4;0.402;0.142
39;50;2;190.5;0.364;0.149
39;50;2.1;189.6;0.33;0.156
39;50;2.2;188.8;0.301;0.162
39;50;2.3;188.1;0.275;0.168
39;50;2.4;187.4;0.251;0.174
39;50;2.5;186.7;0.231;0.18
39;50;3;183.6;0.155;0.204
39;50;4;178.8;0.08;0.24
39;50;5;175.2;0.045;0.266
39;50;10;164.4;0.003;0.337
39;60;0;269.6;5;0.01
39;60;0.1;268.9;5;0.01
39;60;0.2;267;5;0.01
39;60;0.3;264.4;5;0.01
39;60;0.4;261.7;5;0.01
39;60;0.5;258.8;5;0.01
39;60;0.6;255.8;5;0.01
39;60;0.7;252.8;5;0.013
39;60;0.8;250.1;5;0.026
39;60;0.9;247.7;3.816;0.04
39;60;1;245.5;2.882;0.052
39;60;1.1;243.4;2.263;0.064
39;60;1.2;241.6;1.823;0.076
39;60;1.3;239.9;1.498;0.087
39;60;1.4;238.3;1.251;0.097
39;60;1.5;236.8;1.059;0.107
39;60;1.6;235.4;0.906;0.116
39;60;1.7;234.1;0.782;0.124
39;60;1.8;232.8;0.682;0.133
39;60;1.9;231.7;0.598;0.14
39;60;2;230.6;0.528;0.147
39;60;2.1;229.5;0.47;0.154
39;60;2.2;228.5;0.419;0.161
39;60;2.3;227.6;0.376;0.167
39;60;2.4;226.7;0.339;0.172
39;60;2.5;225.8;0.307;0.178
39;60;3;222;0.196;0.202
39;60;4;216;0.094;0.239
39;60;5;211.4;0.052;0.266
39;60;10;198.1;0.003;0.337
39;70;0;326.8;5;0.01
39;70;0.1;326.1;5;0.01
39;70;0.2;324.2;5;0.01
39;70;0.3;321.6;5;0.01
39;70;0.4;318.9;5;0.01
39;70;0.5;316;5;0.01
39;70;0.6;313;5;0.01
39;70;0.7;309.6;5;0.01
39;70;0.8;306.1;5;0.017
39;70;0.9;302.8;5;0.03
39;70;1;299.6;5;0.043
39;70;1.1;296.7;4.573;0.056
39;70;1.2;294.1;3.292;0.068
39;70;1.3;291.6;2.492;0.08
39;70;1.4;289.2;1.956;0.09
39;70;1.5;287.1;1.576;0.1
39;70;1.6;285.1;1.298;0.11
39;70;1.7;283.2;1.086;0.119
39;70;1.8;281.4;0.921;0.127
39;70;1.9;279.7;0.791;0.135
39;70;2;278.1;0.685;0.143
39;70;2.1;276.6;0.599;0.15
39;70;2.2;275.1;0.528;0.156
39;70;2.3;273.8;0.468;0.163
39;70;2.4;272.5;0.417;0.169
39;70;2.5;271.2;0.374;0.174
39;70;3;265.7;0.23;0.199
39;70;4;257.2;0.106;0.237
39;70;5;250.8;0.057;0.264
39;70;10;232.5;0.004;0.336
39;80;0;395.6;5;0.01
39;80;0.1;394.9;5;0.01
39;80;0.2;393;5;0.01
39;80;0.3;390.4;5;0.01
39;80;0.4;387.7;5;0.01
39;80;0.5;384.8;5;0.01
39;80;0.6;381.8;5;0.01
39;80;0.7;378.4;5;0.01
39;80;0.8;374.4;5;0.01
39;80;0.9;369.9;5;0.017
39;80;1;365.4;5;0.03
39;80;1.1;361.2;5;0.043
39;80;1.2;357.3;4.573;0.056
39;80;1.3;353.5;3.292;0.068
39;80;1.4;350.1;2.492;0.08
39;80;1.5;346.8;1.956;0.09
39;80;1.6;343.8;1.576;0.1
39;80;1.7;341;1.298;0.11
39;80;1.8;338.3;1.086;0.119
39;80;1.9;335.7;0.921;0.127
39;80;2;333.4;0.791;0.135
39;80;2.1;331.1;0.685;0.143
39;80;2.2;329;0.599;0.15
39;80;2.3;326.9;0.528;0.156
39;80;2.4;325;0.468;0.163
39;80;2.5;323.1;0.417;0.169
39;80;3;315;0.251;0.195
39;80;4;302.6;0.114;0.234
39;80;5;293.5;0.06;0.262
39;80;10;267.7;0.004;0.335
39;90;0;464.4;5;0.01
39;90;0.1;463.7;5;0.01
39;90;0.2;461.8;5;0.01
39;90;0.3;459.2;5;0.01
39;90;0.4;456.5;5;0.01
39;90;0.5;453.6;5;0.01
39;90;0.6;450.6;5;0.01
39;90;0.7;447.2;5;0.01
39;90;0.8;443.2;5;0.01
39;90;0.9;438.1;5;0.01
39;90;1;432.5;5;0.017
39;90;1.1;427;5;0.03
39;90;1.2;421.7;5;0.043
39;90;1.3;416.7;4.573;0.056
39;90;1.4;412.1;3.292;0.068
39;90;1.5;407.7;2.492;0.08
39;90;1.6;403.6;1.956;0.09
39;90;1.7;399.7;1.576;0.1
39;90;1.8;396.1;1.298;0.11
39;90;1.9;392.7;1.086;0.119
39;90;2;389.4;0.921;0.127
39;90;2.1;386.4;0.791;0.135
39;90;2.2;383.5;0.685;0.143
39;90;2.3;380.8;0.599;0.15
39;90;2.4;378.1;0.528;0.156
39;90;2.5;375.7;0.468;0.163
39;90;3;364.8;0.276;0.19
39;90;4;348.4;0.122;0.23
39;90;5;336.4;0.064;0.259
39;90;10;303;0.004;0.334
39;100;0;533.2;5;0.01
39;100;0.1;532.5;5;0.01
39;100;0.2;530.6;5;0.01
39;100;0.3;528;5;0.01
39;100;0.4;525.3;5;0.01
39;100;0.5;522.4;5;0.01
39;100;0.6;519.4;5;0.01
39;100;0.7;516;5;0.01
39;100;0.8;512;5;0.01
39;100;0.9;506.9;5;0.01
39;100;1;500.8;5;0.01
39;100;1.1;494.1;5;0.017
39;100;1.2;487.5;5;0.03
39;100;1.3;481.2;5;0.043
39;100;1.4;475.3;4.573;0.056
39;100;1.5;469.7;3.292;0.068
39;100;1.6;464.4;2.492;0.08
39;100;1.7;459.5;1.956;0.09
39;100;1.8;454.8;1.576;0.1
39;100;1.9;450.5;1.298;0.11
39;100;2;446.3;1.086;0.119
39;100;2.1;442.5;0.921;0.127
39;100;2.2;438.8;0.791;0.135
39;100;2.3;435.3;0.685;0.143
39;100;2.4;432;0.599;0.15
39;100;2.5;428.8;0.528;0.156
39;100;3;415.1;0.304;0.185
39;100;4;394.5;0.131;0.227
39;100;5;379.5;0.068;0.257
39;100;10;338.4;0.005;0.333
40;10;0;34.4;5;0.01
40;10;0.1;34;5;0.01
40;10;0.2;33.7;5;0.01
40;10;0.3;33.3;5;0.012
40;10;0.4;32.8;5;0.019
40;10;0.5;32.3;5;0.025
40;10;0.6;31.8;4.565;0.031
40;10;0.7;31.3;3.473;0.039
40;10;0.8;30.8;2.827;0.056
40;10;0.9;30.4;2.443;0.082
40;10;1;30;2.144;0.102
40;10;1.1;29.6;1.9;0.125
40;10;1.2;29.2;1.693;0.144
40;10;1.3;28.8;1.512;0.162
40;10;1.4;28.5;1.349;0.177
40;10;1.5;28.2;1.197;0.189
40;10;1.6;27.8;1.05;0.197
40;10;1.7;27.5;0.909;0.208
40;10;1.8;27.3;0.771;0.216
40;10;1.9;27;0.639;0.222
40;10;2;26.7;0.52;0.228
40;10;2.1;26.5;0.418;0.232
40;10;2.2;26.2;0.335;0.237
40;10;2.3;26;0.268;0.24
40;10;2.4;25.7;0.217;0.244
40;10;2.5;25.5;0.176;0.247
40;10;3;24.5;0.07;0.258
40;10;4;23;0.017;0.27
40;10;5;21.8;0.006;0.276
40;10;10;18.3;0;0.286
40;20;0;68.8;5;0.01
40;20;0.1;68.4;5;0.01
40;20;0.2;67.7;5;0.01
40;20;0.3;66.9;5;0.01
40;20;0.4;66;5;0.014
40;20;0.5;65;5;0.02
40;20;0.6;64;5;0.027
40;20;0.7;63.1;4.209;0.034
40;20;0.8;62.1;3.36;0.051
40;20;0.9;61.2;2.88;0.077
40;20;1;60.4;2.511;0.098
40;20;1.1;59.6;2.212;0.121
40;20;1.2;58.8;1.96;0.141
40;20;1.3;58;1.74;0.159
40;20;1.4;57.3;1.54;0.173
40;20;1.5;56.7;1.352;0.186
40;20;1.6;56;1.173;0.194
40;20;1.7;55.4;0.999;0.205
40;20;1.8;54.8;0.832;0.213
40;20;1.9;54.2;0.676;0.219
40;20;2;53.7;0.54;0.225
40;20;2.1;53.2;0.429;0.23
40;20;2.2;52.7;0.34;0.234
40;20;2.3;52.2;0.272;0.238
40;20;2.4;51.7;0.218;0.241
40;20;2.5;51.3;0.177;0.245
40;20;3;49.3;0.07;0.256
40;20;4;46.1;0.017;0.268
40;20;5;43.7;0.006;0.275
40;20;10;36.7;0;0.286
40;30;0;105.6;5;0.01
40;30;0.1;105.2;5;0.01
40;30;0.2;104.5;5;0.01
40;30;0.3;103.3;5;0.01
40;30;0.4;102.1;5;0.01
40;30;0.5;100.6;5;0.014
40;30;0.6;99;5;0.021
40;30;0.7;97.5;5;0.029
40;30;0.8;96;4.3;0.046
40;30;0.9;94.6;3.654;0.071
40;30;1;93.2;3.164;0.093
40;30;1.1;91.9;2.769;0.116
40;30;1.2;90.7;2.435;0.137
40;30;1.3;89.5;2.142;0.154
40;30;1.4;88.3;1.874;0.169
40;30;1.5;87.3;1.618;0.182
40;30;1.6;86.2;1.372;0.191
40;30;1.7;85.3;1.135;0.202
40;30;1.8;84.3;0.915;0.209
40;30;1.9;83.4;0.722;0.216
40;30;2;82.6;0.564;0.222
40;30;2.1;81.8;0.442;0.227
40;30;2.2;81;0.347;0.231
40;30;2.3;80.2;0.275;0.235
40;30;2.4;79.5;0.221;0.239
40;30;2.5;78.8;0.179;0.242
40;30;3;75.6;0.07;0.254
40;30;4;70.7;0.017;0.267
40;30;5;67;0.006;0.274
40;30;10;56.2;0;0.285
40;40;0;144.8;5;0.01
40;40;0.1;144.4;5;0.01
40;40;0.2;143.7;5;0.01
40;40;0.3;142.5;5;0.01
40;40;0.4;140.9;5;0.01
40;40;0.5;138.9;5;0.01
40;40;0.6;136.8;5;0.015
40;40;0.7;134.6;5;0.022
40;40;0.8;132.5;5;0.04
40;40;0.9;130.5;5;0.065
40;40;1;128.5;4.59;0.088
40;40;1.1;126.6;3.972;0.111
40;40;1.2;124.9;3.445;0.132
40;40;1.3;123.2;2.973;0.15
40;40;1.4;121.6;2.532;0.165
40;40;1.5;120.1;2.102;0.178
40;40;1.6;118.6;1.694;0.187
40;40;1.7;117.2;1.323;0.198
40;40;1.8;115.9;1.012;0.206
40;40;1.9;114.6;0.769;0.213
40;40;2;113.4;0.588;0.219
40;40;2.1;112.3;0.454;0.224
40;40;2.2;111.2;0.354;0.228
40;40;2.3;110.1;0.28;0.233
40;40;2.4;109.1;0.223;0.236
40;40;2.5;108.1;0.18;0.239
40;40;3;103.7;0.071;0.252
40;40;4;96.8;0.017;0.265
40;40;5;91.6;0.006;0.273
40;40;10;76.8;0;0.285
40;50;0;184;5;0.01
40;50;0.1;183.6;5;0.01
40;50;0.2;182.9;5;0.01
40;50;0.3;181.7;5;0.01
40;50;0.4;180.1;5;0.01
40;50;0.5;177.7;5;0.01
40;50;0.6;175.1;5;0.01
40;50;0.7;172.4;5;0.016
40;50;0.8;169.6;5;0.033
40;50;0.9;167;5;0.058
40;50;1;164.4;5;0.082
40;50;1.1;162;5;0.106
40;50;1.2;159.6;5;0.127
40;50;1.3;157.4;4.555;0.145
40;50;1.4;155.3;3.605;0.16
40;50;1.5;153.3;2.735;0.173
40;50;1.6;151.4;2.01;0.183
40;50;1.7;149.6;1.465;0.194
40;50;1.8;147.8;1.074;0.202
40;50;1.9;146.2;0.798;0.209
40;50;2;144.6;0.602;0.215
40;50;2.1;143.1;0.461;0.22
40;50;2.2;141.7;0.359;0.225
40;50;2.3;140.3;0.282;0.229
40;50;2.4;138.9;0.225;0.233
40;50;2.5;137.7;0.182;0.237
40;50;3;132;0.071;0.249
40;50;4;123.1;0.018;0.264
40;50;5;116.4;0.006;0.271
40;50;10;97.5;0;0.284
40;60;0;223.2;5;0.01
40;60;0.1;222.8;5;0.01
40;60;0.2;222.1;5;0.01
40;60;0.3;220.9;5;0.01
40;60;0.4;219.3;5;0.01
40;60;0.5;216.9;5;0.01
40;60;0.6;213.9;5;0.01
40;60;0.7;210.7;5;0.01
40;60;0.8;207.4;5;0.027
40;60;0.9;204.1;5;0.051
40;60;1;200.9;5;0.076
40;60;1.1;197.8;5;0.1
40;60;1.2;194.9;5;0.121
40;60;1.3;192.2;5;0.139
40;60;1.4;189.5;4.643;0.155
40;60;1.5;187;3.125;0.168
40;60;1.6;184.6;2.155;0.179
40;60;1.7;182.4;1.522;0.189
40;60;1.8;180.2;1.1;0.198
40;60;1.9;178.1;0.811;0.205
40;60;2;176.2;0.609;0.211
40;60;2.1;174.3;0.466;0.217
40;60;2.2;172.5;0.361;0.222
40;60;2.3;170.8;0.284;0.226
40;60;2.4;169.1;0.227;0.23
40;60;2.5;167.5;0.183;0.234
40;60;3;160.5;0.072;0.247
40;60;4;149.6;0.018;0.262
40;60;5;141.3;0.006;0.27
40;60;10;118.2;0;0.284
40;70;0;258;5;0.01
40;70;0.1;257.6;5;0.01
40;70;0.2;256.9;5;0.01
40;70;0.3;255.7;5;0.01
40;70;0.4;254.1;5;0.01
40;70;0.5;251.7;5;0.01
40;70;0.6;248.7;5;0.01
40;70;0.7;245.1;5;0.01
40;70;0.8;241.2;5;0.014
40;70;0.9;236.6;5;0.035
40;70;1;231.9;5;0.06
40;70;1.1;227.3;5;0.085
40;70;1.2;222.9;5;0.108
40;70;1.3;218.8;5;0.128
40;70;1.4;215;5;0.145
40;70;1.5;211.4;3.852;0.159
40;70;1.6;208.2;2.61;0.172
40;70;1.7;205.1;1.817;0.182
40;70;1.8;202.3;1.297;0.192
40;70;1.9;199.6;0.946;0.199
40;70;2;197.1;0.704;0.206
40;70;2.1;194.7;0.533;0.212
40;70;2.2;192.4;0.411;0.218
40;70;2.3;190.3;0.321;0.222
40;70;2.4;188.3;0.254;0.227
40;70;2.5;186.3;0.204;0.23
40;70;3;177.9;0.078;0.245
40;70;4;165;0.019;0.26
40;70;5;155.6;0.007;0.269
40;70;10;129.7;0;0.283
40;80;0;288.4;5;0.01
40;80;0.1;288;5;0.01
40;80;0.2;287.3;5;0.01
40;80;0.3;286.1;5;0.01
40;80;0.4;284.5;5;0.01
40;80;0.5;282.1;5;0.01
40;80;0.6;279.1;5;0.01
40;80;0.7;275.5;5;0.01
40;80;0.8;271.1;5;0.01
40;80;0.9;265.6;5;0.014
40;80;1;258.8;5;0.035
40;80;1.1;251.7;5;0.06
40;80;1.2;244.8;5;0.085
40;80;1.3;238.4;5;0.108
40;80;1.4;232.6;5;0.128
40;80;1.5;227.4;5;0.145
40;80;1.6;222.6;3.852;0.159
40;80;1.7;218.3;2.61;0.172
40;80;1.8;214.4;1.817;0.182
40;80;1.9;210.8;1.297;0.192
40;80;2;207.5;0.946;0.199
40;80;2.1;204.5;0.704;0.206
40;80;2.2;201.6;0.533;0.212
40;80;2.3;198.9;0.411;0.218
40;80;2.4;196.4;0.321;0.222
40;80;2.5;194.1;0.254;0.227
40;80;3;184;0.093;0.242
40;80;4;169.5;0.021;0.259
40;80;5;159.2;0.007;0.268
40;80;10;131.7;0;0.283
40;90;0;318.8;5;0.01
40;90;0.1;318.4;5;0.01
40;90;0.2;317.7;5;0.01
40;90;0.3;316.5;5;0.01
40;90;0.4;314.9;5;0.01
40;90;0.5;312.5;5;0.01
40;90;0.6;309.5;5;0.01
40;90;0.7;305.9;5;0.01
40;90;0.8;301.5;5;0.01
40;90;0.9;295.6;5;0.01
40;90;1;287.8;5;0.014
40;90;1.1;278.5;5;0.035
40;90;1.2;269.2;5;0.06
40;90;1.3;260.3;5;0.085
40;90;1.4;252.2;5;0.108
40;90;1.5;245;5;0.128
40;90;1.6;238.5;5;0.145
40;90;1.7;232.8;3.852;0.159
40;90;1.8;227.6;2.61;0.172
40;90;1.9;223;1.817;0.182
40;90;2;218.8;1.297;0.192
40;90;2.1;214.9;0.946;0.199
40;90;2.2;211.4;0.704;0.206
40;90;2.3;208.1;0.533;0.212
40;90;2.4;205.1;0.411;0.218
40;90;2.5;202.2;0.321;0.222
40;90;3;190.4;0.111;0.24
40;90;4;174.1;0.024;0.258
40;90;5;162.8;0.008;0.268
40;90;10;133.8;0;0.283
40;100;0;349.2;5;0.01
40;100;0.1;348.8;5;0.01
40;100;0.2;348.1;5;0.01
40;100;0.3;346.9;5;0.01
40;100;0.4;345.3;5;0.01
40;100;0.5;342.9;5;0.01
40;100;0.6;339.9;5;0.01
40;100;0.7;336.3;5;0.01
40;100;0.8;331.9;5;0.01
40;100;0.9;326;5;0.01
40;100;1;317.7;5;0.01
40;100;1.1;307.5;5;0.014
40;100;1.2;296;5;0.035
40;100;1.3;284.7;5;0.06
40;100;1.4;274.1;5;0.085
40;100;1.5;264.6;5;0.108
40;100;1.6;256.1;5;0.128
40;100;1.7;248.7;5;0.145
40;100;1.8;242.1;3.852;0.159
40;100;1.9;236.2;2.61;0.172
40;100;2;230.9;1.817;0.182
40;100;2.1;226.2;1.297;0.192
40;100;2.2;221.8;0.946;0.199
40;100;2.3;217.9;0.704;0.206
40;100;2.4;214.2;0.533;0.212
40;100;2.5;210.9;0.411;0.218
40;100;3;197.2;0.135;0.237
40;100;4;178.8;0.027;0.257
40;100;5;166.5;0.009;0.267
40;100;10;135.9;0;0.283
41;10;0;34.4;5;0.01
41;10;0.1;34;5;0.01
41;10;0.2;33.7;5;0.01
41;10;0.3;33.3;5;0.012
41;10;0.4;32.8;5;0.019
41;10;0.5;32.3;5;0.025
41;10;0.6;31.8;4.565;0.032
41;10;0.7;31.3;3.48;0.054
41;10;0.8;30.8;2.836;0.095
41;10;0.9;30.4;2.447;0.142
41;10;1;30;2.121;0.173
41;10;1.1;29.6;1.751;0.199
41;10;1.2;29.2;1.309;0.21
41;10;1.3;28.8;0.935;0.216
41;10;1.4;28.5;0.663;0.219
41;10;1.5;28.2;0.481;0.222
41;10;1.6;27.8;0.362;0.223
41;10;1.7;27.5;0.278;0.227
41;10;1.8;27.3;0.22;0.229
41;10;1.9;27;0.179;0.231
41;10;2;26.7;0.147;0.232
41;10;2.1;26.5;0.123;0.233
41;10;2.2;26.2;0.105;0.234
41;10;2.3;26;0.089;0.235
41;10;2.4;25.7;0.077;0.235
41;10;2.5;25.5;0.067;0.236
41;10;3;24.5;0.037;0.238
41;10;4;23;0.015;0.24
41;10;5;21.8;0.008;0.241
41;10;10;18.3;0;0.244
41;20;0;68.8;5;0.01
41;20;0.1;68.4;5;0.01
41;20;0.2;67.7;5;0.01
41;20;0.3;66.9;5;0.01
41;20;0.4;66;5;0.014
41;20;0.5;65;5;0.02
41;20;0.6;64;5;0.028
41;20;0.7;63.1;4.222;0.049
41;20;0.8;62.1;3.373;0.09
41;20;0.9;61.2;2.886;0.138
41;20;1;60.4;2.477;0.169
